age,annual_income,employment_years,monthly_expenses,savings_balance,credit_score,active_loans,delayed_payments,total_debt,loan_amount,loan_purpose,residence_type,dependents,debt_to_income,loan_to_income,expense_to_income,savings_to_loan_ratio,target_risk_class
24,106460,6,4423,4742,843,0,1,0,22386,Debt Consolidation,Mortgaged,2,0.0,0.21027418491278496,0.4985487643362358,0.2118193594496806,Medium Risk
23,62476,1,2145,14222,425,3,0,109899,6402,Debt Consolidation,Owned,0,1.759031323527058,0.10246970885285785,0.4119916129135522,2.2211463376542246,Fraud Suspected
46,73564,24,1365,9818,770,2,0,50638,292084,Business,Mortgaged,4,0.6883436416774281,3.970420716373275,0.22266023244749542,0.033613502918670934,Medium Risk
38,26753,20,662,15700,781,1,1,45906,461186,Auto,Mortgaged,2,1.7158555729984302,17.238020482918444,0.29692756223368466,0.034042590099027076,High Risk
57,41830,39,1586,12177,372,1,0,4174,127448,Home,Owned,2,0.09978245798570438,3.046735674499773,0.4549735841839784,0.09554409999293835,Medium Risk
44,57369,22,1677,55082,562,2,0,99888,174025,Home,Mortgaged,0,1.7411190517692174,3.033379815234443,0.35077566672476906,0.31651592290807123,High Risk
53,80023,33,1623,4077,695,0,0,0,235793,Education,Mortgaged,3,0.0,2.946528541437569,0.2433769869039288,0.017290516298124635,Low Risk
41,135097,19,2978,10657,401,1,1,12827,370596,Home,Rented,4,0.09494589113088277,2.743164221528076,0.2645190898458897,0.02875630401757165,High Risk
46,69199,25,3642,50133,584,3,0,149583,402072,Personal,Rented,2,2.1616040462427746,5.810289017341041,0.6315606936416185,0.12468631318193463,High Risk
25,80336,7,2763,15580,343,1,0,10482,378674,Auto,Mortgaged,3,0.13047537249337168,4.713569090207501,0.41271145300421974,0.04114346075130389,Medium Risk
59,126523,40,3765,1629,316,5,1,218155,141621,Education,Mortgaged,1,1.724218330119187,1.1193212354968227,0.3570864025797477,0.0115024501842934,Fraud Suspected
33,33827,14,1718,3998,558,1,0,51969,197950,Personal,Mortgaged,3,1.5362717275629656,5.851661345630839,0.6094359702021993,0.020196917418957218,Fraud Suspected
22,139891,1,7976,654,308,4,0,40784,413731,Education,Rented,1,0.2915391873731164,2.9575029308323564,0.6841849426700598,0.0015807334216352614,High Risk
55,49787,37,1362,20623,620,0,0,0,208402,Auto,Owned,2,0.0,4.185787740017675,0.32827187274041936,0.09895730867597875,Low Risk
65,125141,40,5294,29513,438,0,0,0,89876,Debt Consolidation,Mortgaged,1,0.0,0.7181921337360758,0.5076473126528264,0.32837099591664165,Medium Risk
28,80275,10,3628,11393,529,5,0,70640,70903,Business,Mortgaged,1,0.8799641237729832,0.8832403208929194,0.5423289650705068,0.1606820489676182,High Risk
68,66053,40,3835,39057,425,2,0,5698,284662,Debt Consolidation,Owned,0,0.08626275471583855,4.30953462318709,0.6967026977927151,0.13720434338147214,Medium Risk
74,51315,40,3420,52704,755,3,0,105981,223721,Education,Owned,1,2.0652622963598097,4.359673396211708,0.7997505651258867,0.23557808351436157,High Risk
23,64537,4,2134,31383,690,2,0,54936,316048,Business,Owned,0,0.8512194366109889,4.897083888561777,0.3967894883634448,0.09929789368104312,High Risk
53,55136,32,1763,1455,362,3,0,79236,118293,Personal,Owned,3,1.4370749224658577,2.1454377278415584,0.38369878665868656,0.012299863053071161,Fraud Suspected
20,180654,0,7549,15273,767,2,0,93092,207997,Personal,Mortgaged,1,0.5153026486950264,1.1513492568708312,0.5014419750352883,0.07342859065952557,Fraud Suspected
56,99915,34,6198,5159,672,1,0,12882,158733,Home,Mortgaged,4,0.1289282997718083,1.5886644781616557,0.7443852836382562,0.032500913477893835,Low Risk
22,108579,1,3977,2099,486,2,1,86084,375889,Education,Owned,4,0.7928163566034261,3.4618622214035732,0.4395284582796095,0.005584080449067546,Fraud Suspected
27,116242,5,4316,59686,307,3,0,105993,307183,Debt Consolidation,Owned,4,0.9118226473852189,2.6425935325137857,0.4455494094268042,0.19430048440022918,Fraud Suspected
24,56558,6,3411,6366,597,1,2,30505,345125,Debt Consolidation,Owned,4,0.5393482911649782,6.102035043052388,0.7237044502201241,0.018445437318544533,High Risk
18,96114,0,3560,5003,656,3,0,69087,36080,Debt Consolidation,Mortgaged,2,0.7187951932580763,0.37538365499661863,0.4444675648962181,0.13866023668967045,High Risk
33,37094,14,1281,7219,840,2,0,25148,298549,Personal,Owned,0,0.6779350316754279,8.048227523925057,0.41439547108774766,0.024180204320884274,Medium Risk
20,53267,1,3543,2237,726,0,0,0,174370,Business,Mortgaged,4,0.0,3.2734474731546146,0.7981527371029511,0.012828968119698803,Medium Risk
59,144998,40,5311,399,536,3,1,66417,385779,Education,Mortgaged,0,0.4580514348374816,2.6605631762977677,0.4395340657521776,0.001034268235782052,High Risk
41,62199,22,2530,2141,509,2,1,70106,411559,Education,Mortgaged,3,1.1271061093247587,6.616704180064309,0.48810289389067524,0.005202157644085917,Fraud Suspected
56,139932,37,4423,2152,360,3,0,95754,120987,Personal,Rented,2,0.6842846219262075,0.8646066331744477,0.3792958058499425,0.01778688795583033,Fraud Suspected
32,117141,10,3742,2598,320,0,1,0,178450,Debt Consolidation,Rented,3,0.0,1.5233648051083302,0.38332963411927407,0.014558618332203238,High Risk
73,95178,40,5567,2696,482,1,1,8351,8128,Personal,Rented,3,0.08773994263440464,0.08539698883156999,0.7018775149980563,0.33165210973059417,High Risk
24,235955,5,5028,165,822,3,0,56838,371910,Personal,Mortgaged,3,0.2408838936072827,1.5761836952652188,0.2557086914509485,0.0004436545302505169,Low Risk
25,104721,6,4982,1543,494,2,1,37450,113769,Business,Rented,4,0.35761349095701,1.0863906342506828,0.5708829090353508,0.013562450558143624,High Risk
28,98942,9,4190,8138,370,1,1,26223,59881,Debt Consolidation,Rented,0,0.2650313817046178,0.6052070383958441,0.508171371395652,0.13590060452222705,High Risk
67,58572,40,2876,16867,748,5,1,154855,150552,Personal,Owned,3,2.643794922575248,2.5703310398989294,0.5892134601266795,0.11203363599529734,High Risk
36,169566,16,9923,2136,818,1,1,5458,236239,Debt Consolidation,Owned,3,0.03218786674293937,1.3931897126209698,0.7022356944452636,0.009041652556721978,Medium Risk
21,158192,1,5045,7287,475,1,2,50539,106644,Personal,Rented,0,0.3194768415795895,0.674138552274753,0.3826970852060458,0.06832950443058747,Fraud Suspected
72,55117,40,1841,4260,675,3,2,27516,138745,Education,Owned,0,0.4992198555825683,2.5172357487572117,0.40081280162560323,0.030703587851181297,High Risk
50,88292,28,3685,1145,497,4,1,92528,174557,Education,Mortgaged,4,1.0479652973621918,1.977019695785623,0.5008324555740545,0.006559424374706402,Fraud Suspected
58,97532,38,4676,6539,320,0,1,0,459068,Debt Consolidation,Rented,0,0.0,4.706796673946254,0.5753129709944327,0.014244046102002096,High Risk
60,78230,40,1669,1998,806,2,0,13036,114269,Education,Owned,3,0.16663471002543748,1.460661374646879,0.2560110442152088,0.01748490417432397,Low Risk
56,101910,35,5003,2115,816,2,1,109374,397734,Home,Rented,4,1.0732305639234234,3.902758289095387,0.5891022558899431,0.0053176109721296844,High Risk
28,78588,8,4536,11266,328,2,1,50620,337126,Auto,Owned,1,0.6441104989247859,4.28973520467241,0.6926160149639262,0.03341767345837029,High Risk
20,90433,1,2123,77407,352,0,0,0,130400,Home,Rented,2,0.0,1.4419355552115354,0.2817082070902537,0.593607410986112,High Risk
20,44392,0,1698,329,484,0,0,0,277253,Personal,Owned,4,0.0,6.24542157547361,0.45899128240938886,0.0011866375237147165,High Risk
19,124055,0,6718,62135,632,3,1,121098,12590,Debt Consolidation,Mortgaged,3,0.9761559295801896,0.10148642548526472,0.6498355581350358,4.934874116432372,High Risk
59,122262,40,3707,1431,749,3,0,112542,138281,Auto,Owned,1,0.9204910725239852,1.1310126530512092,0.3638386102091393,0.010348418449255868,High Risk
44,28811,23,1733,89801,756,3,0,13515,72005,Debt Consolidation,Rented,0,0.4690753852561433,2.499132305983618,0.7217825905872554,1.2471321834291587,Medium Risk
42,36510,22,1187,20852,405,1,0,34525,227161,Personal,Rented,3,0.9456054339788009,6.221714003998795,0.3901290022185095,0.09179352180382282,Fraud Suspected
55,118111,33,3742,5830,728,0,0,0,428001,Education,Rented,2,0.0,3.623687686263885,0.3801815226225955,0.013621431675552917,Low Risk
52,187449,32,6244,20857,330,3,0,90117,452817,Home,Mortgaged,1,0.48075220058682316,2.4156681781808484,0.3997225926913844,0.04606044812706209,High Risk
36,105520,18,4396,66222,717,1,2,50485,178100,Business,Mortgaged,0,0.4784355720662238,1.6878156954539854,0.49991944731380483,0.3718227297993835,Medium Risk
53,61183,31,2323,3546,395,3,1,123630,234314,Personal,Owned,2,2.020626307531381,3.829661349372385,0.45560930962343094,0.015133474169387363,Fraud Suspected
46,130229,27,7576,231,765,0,0,0,203065,Education,Owned,1,0.0,1.5592797358519543,0.6980879981571066,0.0011375611870032404,Low Risk
25,52692,7,3352,1022,593,4,2,156628,91852,Business,Rented,1,2.9724631355208473,1.7431537395859034,0.7633651528666047,0.011126473822303027,Fraud Suspected
70,97698,40,3495,21517,705,2,0,116058,39595,Education,Owned,1,1.1879138988116562,0.4052753866467415,0.4292776794030645,0.5434134761086978,High Risk
61,274107,40,12669,71776,827,1,0,6579,219312,Business,Mortgaged,2,0.024001488464400894,0.800093393844762,0.5546281027916004,0.32727654083433266,Low Risk
33,48128,14,2960,6899,834,1,0,48149,104449,Education,Owned,1,1.0004155498763738,2.1701884518689356,0.7380165804400673,0.06605074198180948,High Risk
46,37494,25,2340,7777,612,1,2,21628,262230,Education,Rented,3,0.5768235764768636,6.993732497666356,0.7488998533137752,0.029657058090004615,Medium Risk
43,87911,21,4601,38304,841,1,0,11703,83742,Home,Owned,1,0.1331217581217581,0.9525662025662026,0.6280371280371281,0.45739942442950454,Low Risk
50,170565,31,11339,46463,716,4,0,133256,35336,Auto,Rented,4,0.7812576949685166,0.20716907238253815,0.7977439818017659,1.3148541189121883,High Risk
38,52303,19,2907,7905,746,3,2,103803,381339,Personal,Rented,0,1.9846092077087794,7.290819057815845,0.6669470786173142,0.020729532700477265,High Risk
44,83815,25,3820,1762,340,1,3,29843,47573,Home,Mortgaged,2,0.35605373675670515,0.5675885272501671,0.5469122840507779,0.037037037037037035,Fraud Suspected
74,85397,40,3012,10856,376,1,0,31293,155750,Home,Mortgaged,0,0.36643715309492025,1.823813204056301,0.42324176210215697,0.06970099710435246,Medium Risk
35,79638,15,1503,121755,339,1,0,42374,415570,Debt Consolidation,Rented,4,0.5320759929180426,5.218172001155213,0.22647195469556372,0.29298242658895834,High Risk
25,64620,6,4202,1405,785,4,1,193660,370452,Personal,Mortgaged,3,2.996858606335402,5.732687516442024,0.7803036164714257,0.0037926538589240742,High Risk
54,58893,35,2918,2901,523,2,1,72864,186268,Auto,Mortgaged,1,1.2372058274187523,3.162767005127857,0.5945597174584847,0.015574250143609511,Fraud Suspected
40,25797,18,827,53397,577,2,2,56506,351883,Personal,Rented,4,2.1903248313822776,13.639933328164974,0.3846809830219397,0.15174602994168532,Fraud Suspected
56,17120,35,849,17223,642,0,0,0,400865,Auto,Rented,1,0.0,23.413644062846796,0.595058699842299,0.042964481896693656,Low Risk
48,25956,26,1560,45703,549,0,0,0,155663,Auto,Rented,0,0.0,5.99695650498902,0.7211927418422777,0.29360031863500874,Medium Risk
40,71064,19,1247,414,324,3,0,79074,261395,Business,Mortgaged,3,1.1126996411735735,3.6782523042285233,0.21056779005136142,0.0015838038837625672,Fraud Suspected
21,48723,3,1044,2771,690,4,0,69464,336404,Auto,Mortgaged,1,1.4256629176586486,6.904277152943108,0.2571217469830063,0.008237095168026634,High Risk
20,48733,0,1503,6866,376,1,2,39918,352355,Auto,Owned,3,0.8190996019206304,7.2301678499610125,0.3700906964337013,0.019485974412242164,Fraud Suspected
28,126318,6,5322,3915,808,2,0,30084,448489,Personal,Owned,2,0.23815894679343566,3.550447676121565,0.5055771499141064,0.008729291623001628,Low Risk
63,42012,40,1780,6529,611,0,0,0,184637,Education,Owned,4,0.0,4.394758765144122,0.5084140623140456,0.035361084933762284,Low Risk
70,120467,40,3253,19064,796,2,0,25044,141670,Business,Mortgaged,1,0.20788923199521864,1.1759969452468706,0.32403625859149315,0.13456529564978012,Low Risk
24,53399,5,1413,30324,835,3,1,146340,413928,Education,Mortgaged,0,2.7404494382022473,7.751460674157303,0.3175280898876405,0.07325894054294335,High Risk
58,67315,40,2677,7318,610,1,0,34134,320471,Auto,Rented,1,0.5070711272208688,4.760695822687028,0.4772119555529146,0.022835068274295413,Medium Risk
64,81508,40,4779,2453,784,3,0,127950,470588,Business,Mortgaged,4,1.5697653019911912,5.773448330859169,0.7035787459053602,0.0052126165294981396,High Risk
24,24353,6,716,3304,599,1,2,12682,91447,Business,Mortgaged,4,0.5207358134187402,3.7549067914921572,0.35279625523527963,0.036129822412737295,High Risk
71,119419,40,2103,8910,706,2,0,55616,156124,Debt Consolidation,Rented,3,0.46571763523697873,1.3073522023111706,0.21132138670239492,0.057069655724579664,Medium Risk
35,147929,16,7009,997,510,3,0,30789,201387,Personal,Owned,3,0.20813222470087203,1.3613668627053337,0.5685662137497465,0.004950642540767077,Medium Risk
46,176919,28,6488,6628,324,3,1,48879,153862,Education,Rented,0,0.27627741352023516,0.8696699073027357,0.4400633054487904,0.043077283037507394,High Risk
47,79466,26,4251,28693,357,2,0,43476,394306,Auto,Mortgaged,0,0.5470950205745782,4.961883549146187,0.6419268375552116,0.07276817302254335,High Risk
36,74609,16,4967,1408,443,2,2,27260,34770,Home,Owned,3,0.3653665728454631,0.46602332127060714,0.7988741455568958,0.04049351471053464,High Risk
67,98689,40,6542,20206,456,5,2,153980,323218,Education,Mortgaged,1,1.560239132637552,3.2750835950957544,0.7954605329820651,0.06251488928559273,Fraud Suspected
66,41170,40,1902,12295,747,1,0,4400,445299,Business,Rented,1,0.10687134147822497,10.815841247480023,0.554370794977047,0.027610599595778128,Low Risk
70,127284,40,5450,8378,719,2,1,20692,192208,Business,Owned,0,0.16256432415445654,1.51006010134737,0.513807597124563,0.043587969345868297,Low Risk
42,49980,20,1066,3931,465,2,0,77476,241720,Auto,Owned,3,1.5501090414357457,4.836237770352734,0.2559372561573398,0.01626255062654879,Fraud Suspected
55,42542,34,736,31260,809,8,0,433136,423869,Auto,Owned,4,10.181134381684414,9.963307712197071,0.2076017206120866,0.07374902682426215,High Risk
22,27795,0,780,11037,841,2,2,54166,419139,Auto,Owned,0,1.9486976543387537,15.079112102460785,0.33673909915095696,0.026332490337357448,High Risk
25,43539,3,1223,30807,802,1,1,13911,471355,Debt Consolidation,Rented,2,0.31949931097841067,10.825792374827744,0.33706936150666056,0.06535824302650226,Low Risk
52,104952,32,1773,49147,662,2,1,81758,15229,Debt Consolidation,Mortgaged,4,0.7789963126351795,0.1451030461254085,0.20271931245414615,3.2269862114248196,High Risk
26,28845,8,1658,2882,684,3,0,125235,125773,Home,Owned,1,4.341503154683491,4.3601539208209115,0.6897316785689523,0.022914115794997376,High Risk
37,158212,16,3660,192,389,3,0,71616,241060,Debt Consolidation,Owned,0,0.4526555972012414,1.5236421785820382,0.27760045002623046,0.0007964788995316538,Fraud Suspected
36,126220,16,2986,2350,502,0,0,0,334669,Personal,Owned,2,0.0,2.6514526108967607,0.2838830305575142,0.007021842411928168,Medium Risk
52,12346,30,785,16501,608,1,0,34257,164797,Personal,Owned,4,2.7745201263464807,13.347128857212278,0.7629383655948814,0.10012864233789245,High Risk
61,179302,40,8183,13670,635,5,0,250230,452837,Debt Consolidation,Rented,2,1.3955706262583447,2.525540565411622,0.5476539712107438,0.030187395934086803,High Risk
50,65994,29,4082,13130,441,1,0,17667,258285,Personal,Rented,1,0.26770209864383665,3.9137055837563453,0.7422380483369952,0.05083512075760978,Medium Risk
68,21992,40,1270,15113,690,3,1,35322,318651,Business,Mortgaged,3,1.6060564725139816,14.488746419315238,0.692947756104215,0.047427915092326425,High Risk
35,72707,15,4728,19116,677,1,1,39748,201058,Business,Mortgaged,4,0.5466798701655938,2.765280299279309,0.7803267865984486,0.09507656956415779,Medium Risk
20,123610,0,7930,2184,517,1,0,21396,337864,Auto,Mortgaged,0,0.17309139154282385,2.733284254637532,0.7698343998511459,0.006464120284729108,High Risk
53,172947,33,5217,18239,594,2,0,99110,61749,Personal,Mortgaged,4,0.5730624233873766,0.35703795360455165,0.36198163609871176,0.29536842105263156,High Risk
35,74737,14,3931,2377,440,1,2,31340,433558,Debt Consolidation,Owned,3,0.41933153148331503,5.801038293772914,0.6311648692766731,0.005482529482723228,Fraud Suspected
33,64216,11,3844,908,649,2,0,56234,146694,Personal,Rented,3,0.8756871233474002,2.284348381269757,0.7183144650170515,0.006189713350829953,High Risk
30,234584,9,7595,898,549,4,1,30992,37386,Home,Mortgaged,4,0.13211415904682738,0.1593708037598312,0.38851588976277257,0.024019044052745606,High Risk
70,60878,40,1337,3692,388,1,2,8008,366374,Home,Rented,2,0.13153961136023917,6.018068627934099,0.2635391514315281,0.010077106789491641,High Risk
70,75598,40,1381,8200,509,1,1,21934,198355,Education,Mortgaged,3,0.29013611291154645,2.6237780923028082,0.2192092487995873,0.04133981326503862,Medium Risk
55,63730,33,4137,194082,788,2,0,88504,74440,Business,Mortgaged,3,1.388711929830067,1.1680343945646545,0.7789615728609312,2.6071922730753214,High Risk
31,180581,11,9488,2631,690,2,0,51626,125685,Home,Mortgaged,3,0.28588674397226743,0.695999601289165,0.6304947336943881,0.020933119042693696,Low Risk
39,34257,20,2207,2000,595,2,1,96282,155475,Home,Rented,3,2.810496818261428,4.5383560044369196,0.7730749022126219,0.012863721731971494,Fraud Suspected
41,42993,23,835,287200,667,5,1,89815,324652,Home,Rented,2,2.0890124203377214,7.551100153509792,0.23305577522444992,0.8846368276282677,High Risk
53,104104,31,1758,64654,776,0,0,0,40484,Personal,Rented,2,0.0,0.38887661495605397,0.20264156380577303,1.5969865382240336,Low Risk
23,72735,3,3678,23353,496,0,2,0,334685,Education,Mortgaged,3,0.0,4.601366586009679,0.6067971843378794,0.06977584960231381,High Risk
67,117838,40,3545,14378,776,2,1,49460,116267,Business,Owned,2,0.4197252183063332,0.9866597645940648,0.36100102682473545,0.12366257267691884,Medium Risk
36,101101,18,6478,19749,414,4,1,79472,46225,Education,Rented,4,0.7860576447548021,0.4572115289509604,0.7688868667286503,0.4272271016311167,Fraud Suspected
32,40933,13,1700,28692,823,6,0,194046,263047,Education,Rented,1,4.74046025309034,6.426124981677823,0.49836321884008405,0.10907514978254919,High Risk
71,22007,40,1393,23398,554,0,0,0,243441,Home,Rented,4,0.0,11.061477644492912,0.7595419847328244,0.09611324257934128,Medium Risk
24,37004,6,995,2304,311,2,0,100434,89773,Education,Rented,1,2.7140656668017837,2.425969463586002,0.3226591001216052,0.02566444627620469,Fraud Suspected
24,174336,6,3370,1452,351,3,0,105852,162046,Personal,Mortgaged,0,0.6071688740772183,0.9294986147518886,0.2319645284707205,0.008960363351373367,Fraud Suspected
47,31887,29,1221,14496,438,4,1,69920,394413,Auto,Rented,1,2.1926743602609133,12.368696688409432,0.4594831911690918,0.03675325926564473,Fraud Suspected
18,68930,0,1993,228059,585,2,0,118490,107880,Business,Owned,0,1.7189653421537479,1.565043304173739,0.3469556513034774,2.11398670757594,Fraud Suspected
42,109969,21,6622,1907,684,2,1,34528,421946,Education,Mortgaged,1,0.31397653905610623,3.8369191597708467,0.7225970719287078,0.0045195249640357675,Medium Risk
63,89646,40,3059,10484,810,3,1,170700,197553,Personal,Mortgaged,2,1.904135107700202,2.203676642832443,0.4094727096277622,0.05306903428935886,High Risk
74,201393,40,8737,3492,617,0,0,0,320354,Personal,Mortgaged,0,0.0,1.5906829399088354,0.5205914774025046,0.010900407360584351,Low Risk
18,76647,0,2481,2864,764,3,2,109698,353884,Home,Owned,2,1.4311919423859722,4.61700240058449,0.3884250078279929,0.008093024570128714,Fraud Suspected
65,65816,40,4257,1612,820,2,2,11020,364571,Debt Consolidation,Mortgaged,3,0.16743394563714542,5.539161614780376,0.7761520579789416,0.004421623163600057,Medium Risk
19,121744,1,4088,19477,465,0,0,0,354285,Business,Rented,3,0.0,2.9100579079222966,0.4029405725081112,0.054975358890839605,High Risk
55,169281,37,8229,3095,539,0,0,0,223948,Home,Owned,1,0.0,1.322928604340686,0.5833343178837679,0.013820110828804773,Medium Risk
70,77945,40,2499,31903,816,1,0,41354,238028,Auto,Mortgaged,3,0.5305467888025043,3.0537551638313705,0.38472788853821877,0.1340298871145953,Medium Risk
69,75477,40,3094,1515,455,4,0,203936,478480,Business,Owned,4,2.7019263891465064,6.339330665889398,0.4919049259386841,0.003166269925033596,Fraud Suspected
32,133811,12,7655,55310,821,2,3,42110,493083,Home,Owned,0,0.31469524407377514,3.684893731503901,0.6864855169939915,0.11217155697609332,Medium Risk
47,54170,28,1295,1885,499,2,0,117152,186927,Auto,Rented,4,2.1626331431946983,3.450683945284377,0.2868693581436562,0.010084096550543525,Fraud Suspected
65,106403,40,2855,28574,393,4,1,191040,125882,Personal,Rented,0,1.7954212247659862,1.1830570279312809,0.3219803766775685,0.22698855286257874,Fraud Suspected
37,44290,18,2896,100230,508,2,0,75534,379987,Personal,Rented,4,1.705402903524418,8.579327628637872,0.7846289313856089,0.26377148752065854,High Risk
19,143137,0,2759,11844,581,4,0,229972,290522,Education,Rented,1,1.6066453352708574,2.0296636812027553,0.23130126171945956,0.0407678565896676,Fraud Suspected
43,71322,23,4482,36076,766,2,0,105808,142593,Auto,Mortgaged,0,1.4835046198281059,1.9992569017007136,0.754090545826732,0.25299802235718194,High Risk
56,125848,37,8011,154923,663,4,0,31988,23542,Home,Mortgaged,0,0.25417762556714796,0.1870654514537263,0.7638678098355967,6.5804273032323835,Low Risk
27,75915,8,1967,10573,493,1,0,8817,253367,Education,Owned,0,0.1161415248432478,3.3374650929975234,0.3109225986616787,0.04172981591992675,Medium Risk
49,96671,29,2763,974,689,3,4,137214,231173,Debt Consolidation,Rented,3,1.4193768619662364,2.391312893081761,0.342974180734856,0.004213276579546143,Fraud Suspected
47,145110,29,3515,10677,759,1,1,19023,353502,Auto,Mortgaged,0,0.13109274968816975,2.4360799663705714,0.2906740357381591,0.030203421187373233,Low Risk
22,74436,3,3355,19551,383,2,0,52078,198853,Business,Owned,4,0.699625186399237,2.671426844176955,0.5408600561548692,0.09831836422702082,High Risk
29,38856,11,792,37318,395,1,0,12585,206693,Auto,Rented,3,0.32387986720539413,5.319324703399645,0.2445891345188769,0.18054708893339913,Medium Risk
64,135932,40,4182,53370,807,0,0,0,309265,Debt Consolidation,Owned,0,0.0,2.2751281881515157,0.36918187636556243,0.17256989129099223,Low Risk
57,29460,35,1912,3189,746,1,0,51832,363828,Home,Mortgaged,3,1.7593428600522725,12.349478972200536,0.778792301686976,0.008765106684733763,High Risk
60,88833,40,2516,442297,818,0,0,0,30434,Personal,Owned,2,0.0,0.3425940518270032,0.3398698696445055,14.53251191062921,Low Risk
66,355459,40,17799,237,833,2,0,30818,434226,Home,Rented,3,0.0866989253361841,1.2215889270241378,0.6008777358915208,0.0005457974745927822,Low Risk
68,159224,40,5635,110265,768,3,0,72336,183728,Personal,Mortgaged,3,0.454300518134715,1.1538891505730884,0.42468205369759776,0.6001502212497755,Medium Risk
31,53199,13,2223,1656,700,3,2,58137,199759,Debt Consolidation,Owned,1,1.0928007518796992,3.7548684210526315,0.5014285714285714,0.00828994793752503,High Risk
41,191831,23,7810,2172,432,0,0,0,128297,Personal,Mortgaged,1,0.0,0.6687987405646607,0.4885524834229951,0.01692933638872001,High Risk
39,54819,19,3369,15812,557,1,1,35383,176170,Home,Owned,1,0.645439620576432,3.213608172199927,0.7374680773440351,0.08975370520687287,High Risk
49,71727,31,2493,2588,811,2,0,79314,419224,Auto,Mortgaged,1,1.1057606513495428,5.8446352888690605,0.4170756190051305,0.006173295962788479,High Risk
53,52543,32,1701,87656,762,1,1,2915,307690,Auto,Rented,4,0.05547731425091352,5.8558541412911085,0.3884744214372716,0.2848832107536457,Low Risk
60,376119,40,24141,14853,384,4,1,142708,157527,Personal,Rented,3,0.3794214612357758,0.4188211209188557,0.770211634584707,0.09428799959372303,High Risk
32,106562,10,3160,23947,327,6,2,311988,233227,Debt Consolidation,Rented,1,2.92773289040286,2.1886301999756013,0.35584583767348893,0.1026763510384688,Fraud Suspected
57,64579,39,3025,9050,547,1,0,38810,281716,Personal,Rented,1,0.6009600495509446,4.362279343449985,0.5620935274078662,0.03212443693493825,High Risk
34,66243,16,3801,2713,728,1,0,23431,390279,Home,Rented,3,0.35370750558541153,5.891537346778576,0.6885453776945837,0.006951419493696833,Low Risk
60,26412,39,717,4922,513,0,0,0,87128,Education,Owned,0,0.0,3.2986786809525612,0.3257486843599742,0.05649095020027775,Medium Risk
59,75861,40,2046,1182,547,3,0,54666,182042,Home,Owned,1,0.7205979278162981,2.3996467269515698,0.3236402942184493,0.0064929714408134345,Fraud Suspected
44,62433,22,2576,915,416,3,1,101235,21211,Personal,Rented,3,1.6214722747221066,0.33973475990646124,0.49511484127238364,0.043135960776918725,Fraud Suspected
30,104448,8,6346,45062,590,0,1,0,201098,Education,Owned,1,0.0,1.92532240615037,0.7290830931842335,0.2240786876115744,Medium Risk
50,103855,28,3385,7147,814,2,1,38880,149489,Business,Rented,4,0.3743645046988137,1.4393872284701894,0.3911184717300878,0.047809218007893506,Low Risk
47,73125,26,4092,123914,423,1,1,28169,347422,Debt Consolidation,Mortgaged,1,0.38521182616306104,4.751005114459973,0.6714985094220933,0.3566660814050883,High Risk
20,102305,1,5043,13303,778,2,1,36726,425352,Education,Owned,4,0.3589818778957246,4.157644712920064,0.5915195589701484,0.03127519965769608,Medium Risk
38,15317,20,804,44591,413,0,0,0,387486,Personal,Rented,2,0.0,25.296122209165688,0.6298472385428907,0.11507740904856163,Medium Risk
26,59555,8,3149,1123,587,2,0,28170,152595,Auto,Rented,3,0.47300020149103367,2.5622103566391297,0.6344952649607093,0.007359301685496343,High Risk
43,45701,22,2385,20063,821,2,2,20152,454633,Auto,Mortgaged,2,0.4409435035665835,9.947770338278412,0.6262307995273729,0.044130003475323004,Medium Risk
20,168704,0,8393,2093,815,3,0,59046,490020,Personal,Mortgaged,4,0.34999555437005425,2.904596781363919,0.596994754156664,0.004271245518049227,Fraud Suspected
29,183245,7,6207,799,601,4,0,145580,17299,Education,Mortgaged,0,0.7944511749233271,0.09440315204697511,0.40646999115942506,0.046184971098265894,High Risk
24,115133,6,6942,33539,522,1,1,47103,258358,Auto,Owned,0,0.40911459690447655,2.243976583806695,0.7235395278544999,0.1298154892997728,High Risk
35,42458,15,2682,3836,373,2,1,93310,26864,Home,Owned,0,2.1976494971619682,0.6327044913916955,0.7580018370663464,0.14278801414479805,Fraud Suspected
72,39393,40,787,23934,678,1,2,40517,55554,Home,Owned,0,1.028506879220186,1.4102147535157639,0.2397319388739402,0.43081630816308164,High Risk
37,35631,18,1736,32617,800,4,0,140212,181408,Personal,Mortgaged,1,3.9350022451728783,5.091154018859452,0.5846430175123485,0.17979813570440276,High Risk
35,93326,17,6087,66434,449,0,1,0,38879,Education,Rented,3,0.0,0.4165889828238345,0.7826673952875374,1.7086934156378601,High Risk
48,105551,28,4038,11673,792,2,1,13550,485558,Personal,Mortgaged,4,0.12837274518720632,4.600178111262696,0.4590723055934516,0.024040332894663678,Low Risk
36,24246,16,494,1885,844,3,0,48387,143379,Business,Rented,3,1.9955870829380955,5.913267620736586,0.2444838536726193,0.013146882410378017,High Risk
57,75592,38,3881,24370,462,2,1,74766,103512,Home,Rented,2,0.9890598335824745,1.369333139311841,0.6160887912901988,0.2354293663597809,Fraud Suspected
20,44588,2,2611,8364,309,2,0,33762,492250,Education,Mortgaged,3,0.7571822646841149,11.039718316176636,0.702684518603243,0.016991331658036245,Fraud Suspected
